Organisation,member
microsoft,Chuy Zarate
microsoft,Jevan Saks
microsoft,Joe Friend
microsoft,John Fleisher
microsoft,Gerald Versluis
microsoft,James G
microsoft,Jonathan Gardner (MSFT)
microsoft,Justin Goshi
microsoft,Jan Gukelberger
microsoft,Jarno Hakulinen
microsoft,John Hawthorn
microsoft,Joel Hendrix
microsoft,None
microsoft,Gary Liu
microsoft,None
microsoft,Jian Jiao
microsoft,Jian-Tao Sun
microsoft,Jiashuo Li
microsoft,Jiayi
microsoft,None
microsoft,Jill Reinauer
microsoft,Jim Carley
microsoft,Jim Holtzman
microsoft,None
microsoft,Jimmy Campbell
microsoft,Jimmy Fitzsimmons
microsoft,Jim Springfield
microsoft,None
microsoft,Jinghua Zhu
microsoft,Jinu 
microsoft,Jinyu Li
microsoft,Jiri Appl
microsoft,Shiping Ji
microsoft,None
microsoft,Joe Joyce
microsoft,Sridharan Jothiraman
microsoft,John Keech
microsoft,Jesse Hires
microsoft,Jitendra Kochhar
microsoft,Jeremy Koritzinsky
microsoft,Justin Kotalik
microsoft,Jan Kotas
microsoft,Jessica Deen
microsoft,John Lian
microsoft,John-Michael Linares
microsoft,Josh Mandel
microsoft,Jordan Matthiesen
microsoft,Jay Courtney
microsoft,Jose Batista-Neto
microsoft,Juan Manuel Servera
microsoft,Jonathan Myers
microsoft,None
microsoft,James Oakley
microsoft,Joanna Lee
microsoft,João Bôrras
microsoft,João Moreno
microsoft,John Booth
microsoft,Jochen van Wylick
microsoft,Joe Osborne
microsoft,Joe
microsoft,Joe Kelly
microsoft,Joel Lopes
microsoft,Joel Martinez
microsoft,Jacques Eloff
microsoft,Joel Van Eenwyk
microsoft,Jonathan Emmett
microsoft,Joe Raio
microsoft,Joe Day
microsoft,Joey Snow
microsoft,Johanan Liebermann
microsoft,Jose Manuel Heredia Hidalgo
microsoft,None
microsoft,John Azariah
microsoft,None
microsoft,John (he/him)
microsoft,John Gallardo
microsoft,John Kemnetz
microsoft,John Gamble
microsoft,Johnny Pham
microsoft,John Rivard
microsoft,John Stairs
microsoft,John Stephens
microsoft,None
microsoft,Joe Hoehne
microsoft,Jorge
microsoft,Joaquin Jares
microsoft,Jorge Medellin
microsoft,Jomit
microsoft,Jonathan Peppers
microsoft,Jonathon Cobb
microsoft,Jon Burchel
microsoft,Jon Campbell
microsoft,Jonathan Wong
microsoft,Jon Fortescue
microsoft,Jon Galloway
microsoft,Jonathan Pryor
microsoft,Jon Wiswall
microsoft,Jose Perez Rodriguez
microsoft,Joris de Gruyter
microsoft,José Rivero
microsoft,Jork Loeser
microsoft,John Salem
microsoft,Jose Garcia
microsoft,Josephine Qiu
microsoft,Jose Arriaga
microsoft,Jose Leal
microsoft,Joe Isenhour
microsoft,Jose Rady Allende
microsoft,Guillermo Rangel
microsoft,Josh Abernathy
microsoft,Josh Free
microsoft,Josh Koon
microsoft,Josh Gross
microsoft,Josh Spicer
microsoft,Joshua Roberts
microsoft,Joshua Walker
microsoft,None
microsoft,None
microsoft,Jorge Villasenor
microsoft,Jon Paulovich
microsoft,JP Carrascal
microsoft,Joao Polisel
microsoft,Jason Prickett
microsoft,Jonathan Queiroz
microsoft,jram
microsoft,John Briggs
microsoft,Jorge Rodriguez
microsoft,Juan Manuel Rey
microsoft,Johannes Rieken
microsoft,Jim Riekse
microsoft,Joel Roggeman
microsoft,Joe Rossi
microsoft,John Spinella
microsoft,None
microsoft,Joey Schluchter
microsoft,Joshua Ilan Sera
microsoft,None
microsoft,Jeff Whiteside
microsoft,Yu Chen
microsoft,John Spaith
microsoft,Jesse Squire
microsoft,John Schultz
microsoft,John Starks
microsoft,Jeffrey Stedfast
microsoft,Javier Suárez
microsoft,John Sudds
microsoft,Jaime Tarquino
microsoft,Jorgen Thelin
microsoft,Jose Miguel Torres
microsoft,Tommy Petty
microsoft,Jackson Schuster
microsoft,Jason Tucker
microsoft,Duan Juanyong
microsoft,Juan-Lee Pang
microsoft,Juan F. R.
microsoft,Juanya Williams
microsoft,Juan Carlos Zamora
microsoft,Justin D. Harris
microsoft,Jui Hanamshet
microsoft,Julia Kasper
microsoft,Julian Hoang
microsoft,Julien Pierre
microsoft,Julien Stroheker
microsoft,Julius Liu
microsoft,Justyna Lucznik
microsoft,Jullyana Mattos Vycas
microsoft,None
microsoft,Justin barias
microsoft,Joel Varela Donado
microsoft,Jacob Viau
microsoft,Justin Wendlandt
microsoft,Jesse
microsoft,John Wiese
microsoft,Jason Wilder
microsoft,Josh Wittner
microsoft,Jim Walker
microsoft,James Won
microsoft,Joseph Woo
microsoft,Joey Wunderlich
microsoft,Jeff Woolslayer
microsoft,Fan Wu
microsoft,Jesus Yanez Garcia
microsoft,Joyce Cahoon
microsoft,George Wu
microsoft,江子健
microsoft,K7 Shanmugam
microsoft,Komivi Agbakpem
microsoft,Kai Zimmermann
microsoft,Kamaljit Bath
microsoft,Hemanth Kapila
microsoft,Karan Singh (kasingh)
microsoft,Dong Liu
microsoft,Karel Zikmund
microsoft,Karina Zhou
microsoft,Karol Piot
microsoft,Karol Żak
microsoft,Kartheek Penagamuri
microsoft,Karthik Nadig
microsoft,None
microsoft,Kamil Sobol
microsoft,Kalyan
microsoft,Kasperi Summanen
microsoft,Katja Hofmann
microsoft,Kan Tang
microsoft,Katy DeCorah
microsoft,Kaushik Ainapure
microsoft,Tommaso Toniolo
microsoft,Katrina Ysabelle Cruz
microsoft,Ahmar Kazi
microsoft,Kevin Babbitt
microsoft,Keith Battocchi
microsoft,Karl Burtram
microsoft,Jeff Fontas
microsoft,Kyle Curlett
microsoft,Kyle White
microsoft,Keith Horton
microsoft,Keith Turner
microsoft,Keith Cirkel
microsoft,Kevin Lewis
microsoft,Kellie Jos
microsoft,Patrick Fenelon
microsoft,Lorenzo Sciandra
microsoft,Claudia Furushima Porto
microsoft,Kenneth Chau
microsoft,Kern Handa
microsoft,Kevin Anderson
microsoft,Kevin Cadieux
microsoft,Kurtis
microsoft,Kevin David
microsoft,Kevin Clark
microsoft,Kevin Cogger
microsoft,Kevin Hillinger
microsoft,Kevin Ke-Yun Lin
microsoft,Kevin Kane
microsoft,Kevin Lam
microsoft,Kevin Parsons
microsoft,Kevin Willford
microsoft,Kevin Farlee
microsoft,Kyle Farnung
microsoft,Keegan Campbell
microsoft,Karl Froelich
microsoft,Kenji Fukuda
microsoft,Kevin Gao
microsoft,Kelly Gremban
microsoft,Nabil Khan
microsoft,Kris Harper
microsoft,Kevin Hilscher
microsoft,Makoto Morimoto
microsoft,None
microsoft,Kishore Rajasekar
microsoft,Kai Maetzel
microsoft,Gilberto Stankiewicz
microsoft,Kirill Glushko
microsoft,None
microsoft,Todd Williams
microsoft,Jason Zhu
microsoft,Kim Ying
microsoft,None
microsoft,Kiran Kulkarni
microsoft,kisinga
microsoft,Kivanc Muslu
microsoft,Mark Young
microsoft,Kyle Jackson
microsoft,Kyle Kapphahn
microsoft,Katherine Kern
microsoft,None
microsoft,Keith Mahoney
microsoft,None
microsoft,Muthukumaran Kasiviswanathan
microsoft,Keith Mort
microsoft,Kautilya Tripathi
microsoft,Kristján Oddsson
microsoft,kogepan
microsoft,koichm
microsoft,Kaz Okuda
microsoft,Konrad Pabjan
microsoft,Konstantin Lutskiy
microsoft,Kosta Petan
microsoft,Konstantin Kosinsky
microsoft,Mike Kostov
microsoft,Kristin Ottofy
microsoft,Kodai Sakabe
microsoft,Koundinya Veluri
microsoft,Kunal Patil
microsoft,Pranav Kandula
microsoft,Shikhar Sharma
microsoft,Kimberly
microsoft,Kelly R
microsoft,Krishna Prajeeth Vysyaraju
microsoft,Keerthi Meda
microsoft,Kyle Rubenok
microsoft,Karl Krukow
microsoft,Krzysztof Wicher
microsoft,None
microsoft,Kshitiz Kumar
microsoft,Kunal Babre
microsoft,Kunal Pathak
microsoft,Karim Vaes
microsoft,Kevin van Hoogdalem
microsoft,None
microsoft,Samuel Kwak
microsoft,Kevin Wilkinson
microsoft,David Hollowell - MSFT
microsoft,Katie Kragenbrink
microsoft,Kyle W. Rader
microsoft,Kyle Reed
microsoft,Kyle Pflug
microsoft,Libba Lawrence
microsoft,Ladi Prosek
microsoft,La Donna Quinn
microsoft,Marc-André Morisset
microsoft,Roman Dvornov
microsoft,Eduardo Salinas
microsoft,Aleksey Kliger (λgeek)
microsoft,Elaine van Bergen
microsoft,Zhongcheng Lao
microsoft,Lara Rubbelke
microsoft,Larry Claman
microsoft,Larry Lieberman
microsoft,Johan Lorensson
microsoft,Logan Thorneloe
microsoft,Laura
microsoft,Laura Caulfield
microsoft,Laura Dolan
microsoft,Laura Walker
microsoft,None
microsoft,Oleksandr Fediashov
microsoft,Layomi Akinrinade
microsoft,Lucas Baker
microsoft,Chad Shurtz
microsoft,Alvaro Leal
microsoft,Chacón
microsoft,Lee Coward
microsoft,None
microsoft,Oleg Solomka
microsoft,Lei Shi
microsoft,LeiXu
microsoft,Leland Jansen
microsoft,None
microsoft,Lee Miller
microsoft,None
microsoft,Elena Neroslavskaya
microsoft,None
microsoft,Leo Xia
microsoft,Lee Riefberg
microsoft,Maik Riechert
microsoft,Holger Wendel
microsoft,Levin Li
microsoft,Levi Thomason
microsoft,Larry Ewing
microsoft,Lewis Cheng
microsoft,Lori Fraleigh
microsoft,Leonard Hecker
microsoft,Libby Marlen
microsoft,Libby McCormick
microsoft,Rony Liderman
microsoft,Yuxing Hu
microsoft,Lifu Huang
microsoft,Gianluigi Liguori
microsoft,Junle Li
microsoft,Liam Kiemele
microsoft,lilgreenbird
microsoft,Lilian Kasem
microsoft,Lili Cheng
microsoft,Li Li
microsoft,None
microsoft,Limin Gu
microsoft,Limin Zhu
microsoft,None
microsoft,None
microsoft,None
microsoft,Liping Chen
microsoft,Renhe Li
microsoft,Shibo Li
microsoft,Ravi Sankar R
microsoft,Pop Liu
microsoft,Liu Wei
microsoft,Liya Du
microsoft,Liza Poggemeyer
microsoft,Lance Collins
microsoft,L.J. SHOU
microsoft,Lyon Till
microsoft,Leila Lali
microsoft,Luke Longley
microsoft,Laurent Mazuel
microsoft,Liudmila Molkova
microsoft,Logan Rosen
microsoft,Loki Meyburg
microsoft,Jacob Alber
microsoft,Stephen Long
microsoft,Leonardo Nunes
microsoft,Loren Paulsen
microsoft,Jonathan Carter
microsoft,Cody Peterson
microsoft,Louis Wu
microsoft,Yassine Serhane
microsoft,Chris Lovett
microsoft,L. A. F. Pereira
microsoft,Allen Lee
microsoft,Logan Ramos
microsoft,Leon
microsoft,Luke Snoddy
microsoft,Lakshman Sundaralingam
microsoft,None
microsoft,Ladislau Szomoru
microsoft,Leopold Talirz
microsoft,Luciana Abud
microsoft,Luca Beltrami
microsoft,Luca Bolognese
microsoft,Lucas Santos
microsoft,Luke Whitestone
microsoft,Luciano Almeida
microsoft,Pavel Lučivňák
microsoft,Lucy Zhang
microsoft,LU Hu
microsoft,Hanchi Wang
microsoft,Luisa de Miranda
microsoft,Luis Cantero
microsoft,Luis Naranjo
microsoft,Luis Quintanilla
microsoft,None
microsoft,Lukasz Tomczyk
microsoft,Luke Carroll
microsoft,Luke Graham
microsoft,Luca
microsoft,Lukas Spieß
microsoft,Andrea Spadaccini
microsoft,Lutz Roeder
microsoft,Yehor Lvivski
microsoft,None
microsoft,None
microsoft,Jason Shirk
microsoft,Michael Hartmann 
microsoft,Mahamood Hussain
microsoft,Michael Howell
microsoft,None
microsoft,Madalyn Redding
microsoft,Yonatan Manor
microsoft,Marc Appelsmeier
microsoft,Max Beckman-Harned
microsoft,Mauricio Díaz Orlich
microsoft,Madhu Vadlapudi
microsoft,Martin Dousek
microsoft,Umair Aftab
microsoft,Weijie Zhao
microsoft,None
microsoft,Matt Heavner
microsoft,Mark Hillebrand
microsoft,Maia Kelner
microsoft,Maira Wenzel
microsoft,Matthieu Maitre
microsoft,Michael Kubacki
microsoft,Marc-Andre
microsoft,Malte Lantin
microsoft,Mario
microsoft,Marius
microsoft,Manu Manianchira
microsoft,Marcello Marchetti
microsoft,Markos Mezgebu
microsoft,Mike Ammerlaan
microsoft,Matt Mooty
microsoft,Manuel Muñoz Solera
microsoft,Mandar Yadav
microsoft,Manuel de la Pena
microsoft,Mark Andrie
microsoft,Wassim Chegham
microsoft,Manish Godse
microsoft,Manikandan Soundarapandian
microsoft,Mani Bindra
microsoft,Mannie Tagarira
microsoft,Martin Novák
microsoft,Manodasan Wignarajah
microsoft,Manoj Jain
microsoft,Manuel Pardo
microsoft,Matt Olson
microsoft,Maor Leger
microsoft,None
microsoft,Matt Preston
microsoft,Marek Fišera
microsoft,Marah Abdin
microsoft,Miguel Ramos
microsoft,Marcel Aldecoa
microsoft,Marcello Formica
microsoft,Marc Gomez
microsoft,Marc-Andrea Klimaschewski
microsoft,None
microsoft,Marcos Oikawa
microsoft,Marc Reyhner
microsoft,None
microsoft,Marcus Carvalho
microsoft,Marcus Gaspar
microsoft,Marc van Eijk
microsoft,Marek Safar
microsoft,None
microsoft,Matthias Arenskoetter
microsoft,María Medina
microsoft,Mariana Dematte
microsoft,Mario Guerra
microsoft,Mariana Rios Flores
microsoft,Marius U
microsoft,Mark Jones
microsoft,Mark DeFalco
microsoft,Mark Fields
microsoft,Mark Reay
microsoft,Mark Stanfill
microsoft,MarkTab marktab.net
microsoft,Markus Weimer
microsoft,Mark Weitzel
microsoft,Mark Wilkie
microsoft,Guillaume Davion
microsoft,Mark Rossetti
microsoft,Marcus Robinson
microsoft,Joe Martella
microsoft,Martin Weber
microsoft,Martin Calsyn
microsoft,Martin Cai
microsoft,Martin Chan
microsoft,Martin Ekuan
microsoft,Martin Peck
microsoft,Vinny Martins
microsoft,None
microsoft,Martin Woodward
microsoft,Maryam Ariyan
microsoft,Mac Sample
microsoft,Masaru Iritani
microsoft,Masato Maeda
microsoft,Mark Schmidt
microsoft,Matt
microsoft,Rajeev Massand
microsoft,Matthew A Johnson
microsoft,Mathew Charles
microsoft,Mathieu Audouin
microsoft,Matjaz Perpar
microsoft,Matthew McFadden
microsoft,Mathew Merrick
microsoft,Matt White
microsoft,Matt Desai
microsoft,Matt Morrell
microsoft,Matthew Hartman
microsoft,Matt Briggs
microsoft,Matthew Henderson
microsoft,Matt Morgan
microsoft,Matt Dotson
microsoft,Matt Durak
microsoft,Matteo Prosperi
microsoft,Matt Aimonetti
microsoft,Matthew Christopher
microsoft,Matthias Wenz
microsoft,Matt Hidinger
microsoft,Matt Masson
microsoft,Matt Mazzola
microsoft,Matt
microsoft,None
microsoft,Matt Regul
microsoft,Matt Richard
microsoft,Matt Ruma
microsoft,Matt Wagner
microsoft,Matt Wojciakowski
microsoft,Matt Young
microsoft,Matt Zeller
microsoft,Matt Wilkinson
microsoft,Mauricio Vásquez
microsoft,Mauro Agnoletti
microsoft,Maxime
microsoft,Manish Vasani
microsoft,Maxim Baz
microsoft,Maxim Golunov
microsoft,None
microsoft,Mayank Agarwal
microsoft,Mayank Aggarwal
microsoft,None
microsoft,Bernd
microsoft,Hidenori Matsuki
microsoft,Mark Zhou
microsoft,Mikhail Bakalov
microsoft,Michael Best
microsoft,Matt McCormick
microsoft,Michael Binshtock
microsoft,Matt Boersma
microsoft,Mike Boswell
microsoft,Mariah
microsoft,McCoy Patiño
microsoft,Michael Chen
microsoft,McLean Schofield
microsoft,Mark LeBLanc
microsoft,Matt Connew
microsoft,Matt Cooley
microsoft,Martin Cizler
microsoft,Adam Dinwoodie
microsoft,Maddy Miller
microsoft,Meaghan Lewis
microsoft,Mehul Patel
microsoft,Ken Thompson
microsoft,None
microsoft,Mohamed Elmiligui
microsoft,Meredith Monticello
microsoft,None
microsoft,裴孟齐
microsoft,Merrie McGaw
microsoft,Meghan Stewart
microsoft,meyerje2
microsoft,Mikael Figueroa
microsoft,Michael Foldes
microsoft,Muhammad Falak R Wani
microsoft,Mike Bennett
microsoft,Michael Gladishev
microsoft,Matt Meyer
microsoft,Marco Goertz
microsoft,Matt Gradwohl
microsoft,Michael Greene
microsoft,None
microsoft,Hoch
microsoft,Mark Hopkins
microsoft,Mikayla Hutchinson
microsoft,Michael Maxwell
microsoft,Micah Godbolt
microsoft,None
microsoft,Michael C. Fanning
microsoft,Michael Sharp
microsoft,Michael Sainz
microsoft,Michael Saul
microsoft,None
microsoft,Michael Yu
microsoft,Michele Tufano
microsoft,Mike Della Donna
microsoft,Mike Froggatt
microsoft,Miguel González-Fierro
microsoft,Mihaela Blendea
microsoft,Mihailo Jokić
microsoft,Michael J Gourlay
microsoft,Mike Karban
microsoft,Mike Kistler
microsoft,Mike
microsoft,Mike McLaughlin
microsoft,Mike McLaughlin
microsoft,Michael Pena
microsoft,Mike Rorke
microsoft,Michael Schechter
microsoft,Mikhail Koliada
microsoft,Michael Leung
microsoft,Milan Dasgupta
microsoft,None
microsoft,Milder Hernandez
microsoft,Miles Wallio
microsoft,Millicent Achieng
microsoft,Mimi Sasouvanh
microsoft,Hannah K
microsoft,Mine Starks
microsoft,Ming Han Teh
microsoft,Michael Niksa
microsoft,None
microsoft,Hasan Kumar
microsoft,None
microsoft,Matthew Booe
microsoft,Miriam Wiesner
microsoft,Miroslav Stastny
microsoft,Miguel Solorio
microsoft,Nilay Chheda
microsoft,Mitch Denny
microsoft,Mike Tesch
microsoft,Park Jiin
microsoft,Miho Yamamoto
microsoft,Mike Bond
microsoft,jcaparas
microsoft,Matthew John Cheetham
microsoft,Mark John Merin
microsoft,Matthew Parkinson
microsoft,Mark Roghelia
microsoft,Mike Rousos
microsoft,Meri Khamoyan
microsoft,Mykola Kotsabiuk
microsoft,Mike Krüger
microsoft,Miguel Lacouture
microsoft,Marc LaFleur
microsoft,Marko Lalic
microsoft,Martin Lee
microsoft,None
microsoft,PaC#man
microsoft,Mark Licata
microsoft,Martin Lijanto
microsoft,Mitch Lindgren
microsoft,Michael L.
microsoft,Marian Luparu
microsoft,Matt McFarland
microsoft,Michael McKechney
microsoft,None
microsoft,Matt Mitchell
microsoft,Marc Brockschmidt
microsoft,Michał Moskal
microsoft,Mark Mydland
microsoft,Nithish Mahalingam
microsoft,Chris Pearson
microsoft,modularity
microsoft,Mohamed Reda Elkhadiri
microsoft,Mo
microsoft,Mohammed Moussa
microsoft,Mohideen Sandhu
microsoft,Mohit Bagra
microsoft,Mohit Suley
microsoft,Mohit Sharma
microsoft,Mohamed Kabiruddin
microsoft,Mohamed Mohsen
microsoft,Mollie Munoz
microsoft,Paul Montgomery
microsoft,Montse Lozano Dieck
microsoft,Andrew Harvey
microsoft,Xia ZHU
microsoft,Matt Oswald
microsoft,Sergiy Matusevych
microsoft,Momcilo Vasilijevic
microsoft,Marc Pasarin
microsoft,Manny Martinez
microsoft,Matthew P. Del Buono
microsoft,Marcus Peinado
microsoft,Marco Peyrot
microsoft,Marc Plogas
microsoft,Matthew Podwysocki
microsoft,poem
microsoft,Michael Pysson
microsoft,None
microsoft,Jonathan Warnken
microsoft,Christopher Rodriguez
microsoft,Marek Rolecki
microsoft,Maxwell Roseman
microsoft,Michal Rousal
microsoft,Matt Ward
microsoft,Mike Yachanin
microsoft,Ben Nick (Microsoft)
microsoft,Joe Guan
microsoft,Michael Satran
microsoft,Matthew Schmuckler
microsoft,Mark Schofield
microsoft,Chris Cooper
microsoft,Allan Miller [MSFT]
microsoft,Marc Wolfson
microsoft,None
microsoft,Qifan Li
microsoft,Ryan Stonecipher
microsoft,Rhett Krulla
microsoft,Matt Burrough
microsoft,Phil Smith
microsoft,Mo Shaban
microsoft,Marat Abdullin
microsoft,Martin Simecek
microsoft,Chao Li
microsoft,Matt Carlson
microsoft,M. Baldwin
microsoft,Mathias Soeken
microsoft,Jonathan Protzenko
microsoft,Scott Lee [MSFT]
microsoft,Shawn Fang
microsoft,Tad Alteneder
microsoft,Mustafa Bal
microsoft,Mauricio Tamayo Ortega
microsoft,Marius Tennøe
microsoft,Matt Thalman
microsoft,Matt J
microsoft,Michael
microsoft,Michael Roth
microsoft,Mustafa Tungekar
microsoft,Mu'awiyah Namadi
microsoft,None
microsoft,muhoro
microsoft,Muiris Woulfe
microsoft,Mukesh
microsoft,Muktesh
microsoft,Mukundan Sundararajan
microsoft,None
microsoft,Emilio Munoz
microsoft,Muralidhar Sathsahayaraman
microsoft,None
microsoft,None
microsoft,Mustapha Lazrek
microsoft,Matthew van Eerde
microsoft,None
microsoft,None
microsoft,None
microsoft,Subrahmanyam Mandavilli
microsoft,None
microsoft,Melissa Xie
microsoft,Max Schmitt
microsoft,None
microsoft,Michael Ziller
microsoft,Ziming Miao
microsoft,Nick Branigan
microsoft,Nikos Karampatziakis
microsoft,Naveed A. Ahmad
microsoft,Nate Amundson
microsoft,Brandon
microsoft,Nadia
microsoft,Najeeb Kazmi
microsoft,None
microsoft,Vincent Rouet
microsoft,Nandini
microsoft,Naresh Joshi
microsoft,Nathan Ricci
microsoft,Norberto Arrieta
microsoft,Nashid Shaila
microsoft,None
microsoft,Nathaniel
microsoft,Nathan Bijnens
microsoft,None
microsoft,Simon Nattress
microsoft,Navid Rahimi
microsoft,Navin
microsoft,Nafis Zaman
microsoft,Nayer Wanas
microsoft,Nayan Shah
microsoft,None
microsoft,Nick Bassett
microsoft,Guoliang Hua
microsoft,Michael Hendrickx
microsoft,Nico Erfurth
microsoft,Matthew Neafie
microsoft,Sorin
microsoft,None
microsoft,Neelima Potharaj
microsoft,Neema Saeedi
microsoft,Ben Williams
microsoft,Neil Ye
microsoft,Neil Shipp
microsoft,Neil Hodgkinson
microsoft,Nelson D'Souza
microsoft,Jacob Nelson
microsoft,Nestor Perez
microsoft,None
microsoft,Igor Babichev
microsoft,Jose Medrano
microsoft,Nicolò Fusi
microsoft,None
microsoft,Nick Guerrera
microsoft,Niels-Henrik Sejthen
microsoft,Niall Mackinnon
microsoft,Niander Assis
microsoft,Nick Banks
microsoft,None
microsoft,Nicholas Rice
microsoft,Nick Bopp
microsoft,Nickey Yan
microsoft,Nick Graczyk
microsoft,Nick Selvaggio
microsoft,Nick Stenning
microsoft,Nick Walker
microsoft,Nick Kwiecien
microsoft,None
microsoft,None
microsoft,None
microsoft,NicolD
microsoft,Niels Buit
microsoft,Nick Hauenstein
microsoft,Nikola Nikolic
microsoft,Nik Molnar
microsoft,Nikola
microsoft,Nikola Pejic
microsoft,Nilay Shah
microsoft,Nima Adibpour
microsoft,Ninar Nuemah
microsoft,Ning Li
microsoft,None
microsoft,None
microsoft,Nick Samson
microsoft,Nisarg Jhaveri
microsoft,Nish Anil
microsoft,Nisheet Jain
microsoft,Nishu Bansal
microsoft,Niklas Steidl
microsoft,Nitin Goyal
microsoft,Nitin Jaiswal
microsoft,Nitsan Bracha
microsoft,Nitya Narasimhan
microsoft,None
microsoft,Nikolche Kolev
microsoft,Nick Kramer
microsoft,Neil Mackenzie
microsoft,Nick Madeira
microsoft,Nikola Metulev
microsoft,Nina Zakharenko
microsoft,Noah Falk
microsoft,None
microsoft,None
microsoft,Drew Thornton
microsoft,Noelle Caldwell
microsoft,Jakub Jareš
microsoft,Nobuko
microsoft,Norm Estabrook
microsoft,Kjetil Nordlund
microsoft,Bin Du
microsoft,Jason Imison
microsoft,Nathan Oshlag
microsoft,Andrew Martin
microsoft,Michael Novak
microsoft,Sebastian Nowozin
microsoft,Navin Raigaga
microsoft,None
microsoft,None
microsoft,Nick Sainz
microsoft,Nelson Gomez
microsoft,None
microsoft,Neil Tenenholtz
microsoft,Nate Thorn
microsoft,Nathan
microsoft,Nursultan Zarlyk
microsoft,Nick Wood
microsoft,Niraj Yadav
microsoft,Nyandika Donald
microsoft,Thiago Almeida
microsoft,Omar Aviles
microsoft,Sean Ferguson
microsoft,Osvaldo Calles
microsoft,None
microsoft,Bryan Roberts
microsoft,Osvaldo Daibert
microsoft,Oded Hanson
microsoft,Hazel
microsoft,Campbell Vertesi
microsoft,Olli Jones
microsoft,Oleg Kulygin
microsoft,Raymond Chen
microsoft,Ole Friis Østergaard
microsoft,Oleg Kharitonov
microsoft,Oleg Savin
microsoft,Oleg Sych
microsoft,Oleg Tkachenko
microsoft,None
microsoft,None
microsoft,Oliver Scheer
microsoft,Oliver Towers
microsoft,None
microsoft,Omar Cardona
microsoft,Omar Emad Eldin
microsoft,Oleg Moskalenko
microsoft,Lou Amadio
microsoft,OpenLocalizationTest
microsoft,Or Avital
microsoft,Oren Michaely
microsoft,Oren Rosenbloom
microsoft,Oscar Cabrero
microsoft,Oscar Rodriguez Arroyo
microsoft,MOslake
microsoft,Otar Bichiashvili
microsoft,None
microsoft,Owen Niblock
microsoft,Øyvind Hvamstad
microsoft,Ozan Oktay
microsoft,p-lekkala
microsoft,Pablo Castro
microsoft,Pablo Núñez
microsoft,Paco Vidal
microsoft,Paddy McDonald
microsoft,Jasmine Greenaway
microsoft,Pallavi Taneja
microsoft,Paul McIlroy
microsoft,None
microsoft,Yongzhen Pan
microsoft,Giorgia Paolini
microsoft,Paolo Salvatori
microsoft,Paolo Severini
microsoft,Parag Agrawal
microsoft,Paramesh Babu
microsoft,None
microsoft,Pasang Sherpa
microsoft,None
microsoft,Kunal
microsoft,Mike Pateras
microsoft,Pat Miller
microsoft,None
microsoft,Patrick Rodgers
microsoft,Adam Patridge
microsoft,Patrick Siu
microsoft,Paul Shell
microsoft,Paul Bouwer
microsoft,Paul Allen
microsoft,Paul Campbell
microsoft,Paul Gildea
microsoft,Paul Meyer
microsoft,Paul Shealy
microsoft,Paula Thurman
microsoft,Pavel Vecer
microsoft,None
microsoft,Pavel Feldman
microsoft,Pavel Horak
microsoft,Pablo Veramendi
microsoft,Nick Pawlowski
microsoft,Payal Bajaj
microsoft,Payal
microsoft,Gersh Payzer
microsoft,David Pazdera
microsoft,Peter Baer
microsoft,Balachandar Pavadaisamy
microsoft,Peter Shrosbree
microsoft,Pantazis Deligiannis
microsoft,Peter Doidge-Harrison
microsoft,None
microsoft,Petr Kadomtsev
microsoft,Pedro Paulo
microsoft,Pedro Vieira
microsoft,None
microsoft,Peter Lavallee
microsoft,Peli de Halleux
microsoft,Peng Chen
microsoft,Houwen Peng
microsoft,Brian O'Neill
microsoft,Pent Ploompuu
microsoft,Petar Paar
microsoft,Petar Mitrovic
microsoft,Pete D
microsoft,Peter Elliott
microsoft,Peter Durham
microsoft,Peter Etelej
microsoft,Peter Heese
microsoft,Peter Pogorski
microsoft,Peter Waldschmidt
microsoft,None
microsoft,Petr Houška
microsoft,Petr Švihlík
microsoft,Sven Pfleiderer
microsoft,None
microsoft,Prema Grandhi
microsoft,Pasindu Gunasekara
microsoft,Raja Phanindra Chava
microsoft,Paul Harrington
microsoft,Peter Hecke
microsoft,Phil Henning
microsoft,Phil Hodgson
microsoft,Phil Crissman
microsoft,Philip Hines
microsoft,Philip Gai
microsoft,Phil Nachreiner
microsoft,Phil Worthington
microsoft,Phong Cao
microsoft,Philip Steele
microsoft,Pierre Audonnet
microsoft,Lagarde
microsoft,Pierre Roman
microsoft,None
microsoft,JunY
microsoft,Peter Hancock
microsoft,Paulo Ragonha
microsoft,None
microsoft,Hiroki Mizukami
microsoft,Peter Collins
microsoft,PJ Quirk
microsoft,Pedro Ramirez
microsoft,Paul Summers
microsoft,None
microsoft,Praveen Kumar Pendyala
microsoft,Philipp Kranen
microsoft,Peter Lasne
microsoft,Paul Leathers
microsoft,Patrick Nelson
microsoft,Pedro Miguel Justo
microsoft,pooja
microsoft,Greg Roth
microsoft,Poornima
microsoft,Prabal Deb
microsoft,Prabir Shrestha
microsoft,Pradeep Narayan
microsoft,Pranita
microsoft,Prasanna Narayanasamy
microsoft,Prasanth Pulavarthi
microsoft,Praveen Sethuraman
microsoft,Prashant Cholachagudda
microsoft,Prashanth Kannan
microsoft,Pratik Sharma
microsoft,Praveen Palanisamy
microsoft,Prawal Agarwal
microsoft,Prakash Beegala
microsoft,Pramod Chandoria
microsoft,Preeti Krishna
